title,MAL_id,type,release-season,release-year,yokanime score,friends_mean_score,nb_who_watched_it,friend_who_watched_it
School Rumble,24.0,TV,fall,2004.0,,7.428571428571429,56.0,Aeden;Aeden;Apey_;Apey_;Kabu;Kabu;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;shanoliu;shanoliu;sylfer;sylfer;Nefka;Nefka;Aeryst;Aeryst;Tinky;Tinky;Fskng;Fskng;Ramou;Ramou;Aeden;Aeden;Apey_;Apey_;Kabu;Kabu;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;shanoliu;shanoliu;sylfer;sylfer;Nefka;Nefka;Aeryst;Aeryst;Tinky;Tinky;Fskng;Fskng;Ramou;Ramou;nalatskm;nalatskm;Laurence;Laurence;Baka-saru;Baka-saru;Momichi;Momichi;
Panty &amp; Stocking in Sanitarybox,10739.0,Special,spring,2011.0,9,7.428571428571429,14.0,ange_bleu;Aeden;Apey_;Kmeuh;Exelen;Araya;Coincoin_DuK;ange_bleu;Aeden;Apey_;Kmeuh;Exelen;Araya;Coincoin_DuK;
Juu Ou Sei,953.0,TV,spring,2006.0,,7.428571428571429,14.0,DrNock;Exelen;shanoliu;OoCaradryanoO;Coincoin_DuK;sylfer;Fskng;DrNock;Exelen;shanoliu;OoCaradryanoO;Coincoin_DuK;sylfer;Fskng;
Kemonozume,1454.0,TV,summer,2006.0,,7.428571428571429,28.0,Exelen;Exelen;Noctis_Solaith;Noctis_Solaith;RdNetwork;RdNetwork;shanoliu;shanoliu;Tinky;Tinky;Fskng;Fskng;Mereck;Mereck;Exelen;Exelen;Noctis_Solaith;Noctis_Solaith;RdNetwork;RdNetwork;shanoliu;shanoliu;Tinky;Tinky;Fskng;Fskng;Mereck;Mereck;
Jin-Rou,570.0,Movie,spring,2000.0,,7.428571428571429,28.0,ange_bleu;DrNock;Exelen;Kabu;Noctis_Solaith;Keisuka_Watsushi;RdNetwork;Suryan;Quakerultra;shanoliu;Hakey;Aeryst;Fskng;Mereck;ange_bleu;DrNock;Exelen;Kabu;Noctis_Solaith;Keisuka_Watsushi;RdNetwork;Suryan;Quakerultra;shanoliu;Hakey;Aeryst;Fskng;Mereck;
Lovely★Complex,2034.0,TV,spring,2007.0,,7.428571428571429,42.0,Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;yattoz;yattoz;kohaque;kohaque;shanoliu;shanoliu;crazy-gump;crazy-gump;sylfer;sylfer;Tinky;Tinky;Fskng;Fskng;Ramou;Ramou;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;yattoz;yattoz;kohaque;kohaque;shanoliu;shanoliu;crazy-gump;crazy-gump;sylfer;sylfer;Tinky;Tinky;Fskng;Fskng;Ramou;Ramou;Baka-saru;Baka-saru;
Detective Conan Movie 01: The Timed Skyscraper,779.0,Movie,spring,1997.0,,7.428571428571429,7.0,Noctis_Solaith;PiscesAmo;kohaque;Noctis_Solaith;PiscesAmo;kohaque;MKG39;
Yowamushi Pedal,18179.0,TV,fall,2013.0,,7.428571428571429,42.0,Apey_;Apey_;Apey_;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;PiscesAmo;PiscesAmo;PiscesAmo;Hakey;Hakey;Hakey;sylfer;sylfer;sylfer;Nodamin;Nodamin;Nodamin;Tinky;Tinky;Tinky;Apey_;Apey_;Apey_;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;PiscesAmo;PiscesAmo;PiscesAmo;Hakey;Hakey;Hakey;sylfer;sylfer;sylfer;Nodamin;Nodamin;Nodamin;Tinky;Tinky;Tinky;
Udon no Kuni no Kiniro Kemari,32673.0,TV,fall,2016.0,,7.428571428571429,14.0,DrNock;Apey_;Exelen;NooBenjy;Noctis_Solaith;Nodamin;Tinky;DrNock;Apey_;Exelen;NooBenjy;Noctis_Solaith;Nodamin;Tinky;
Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,986.0,Special,fall,1990.0,6,7.428571428571429,14.0,ange_bleu;Exelen;Suryan;Quakerultra;Coincoin_DuK;Aeryst;Ramou;ange_bleu;Exelen;Suryan;Quakerultra;Coincoin_DuK;Aeryst;Ramou;
Yuru Yuri♪♪,12403.0,TV,summer,2012.0,,7.421052631578948,19.0,DrNock;Apey_;NooBenjy;Luttii;Noctis_Solaith;Keisuka_Watsushi;sylfer;Nodamin;Mereck;DrNock;Apey_;NooBenjy;Luttii;Noctis_Solaith;Keisuka_Watsushi;sylfer;Nodamin;Mereck;AudreyAzura;
Beck,57.0,TV,fall,2004.0,8,7.416666666666667,48.0,Aeden;Aeden;DrNock;DrNock;NooBenjy;NooBenjy;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;RdNetwork;RdNetwork;kohaque;kohaque;shanoliu;shanoliu;Nefka;Nefka;Tinky;Tinky;Fskng;Fskng;Aeden;Aeden;DrNock;DrNock;NooBenjy;NooBenjy;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;RdNetwork;RdNetwork;kohaque;kohaque;shanoliu;shanoliu;Nefka;Nefka;Tinky;Tinky;Fskng;Fskng;Psoushi;Psoushi;Baka-saru;Baka-saru;
School Rumble Ni Gakki,846.0,TV,spring,2006.0,,7.416666666666667,48.0,Apey_;Apey_;Kabu;Kabu;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;shanoliu;shanoliu;sylfer;sylfer;Nefka;Nefka;Aeryst;Aeryst;Tinky;Tinky;Fskng;Fskng;Ramou;Ramou;Apey_;Apey_;Kabu;Kabu;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;shanoliu;shanoliu;sylfer;sylfer;Nefka;Nefka;Aeryst;Aeryst;Tinky;Tinky;Fskng;Fskng;Ramou;Ramou;Laurence;Laurence;Baka-saru;Baka-saru;
Saint Seiya: Meiou Hades Juuni Kyuu-hen,1257.0,OVA,fall,2002.0,,7.411764705882353,17.0,ange_bleu;Apey_;Exelen;Keisuka_Watsushi;PiscesAmo;OoCaradryanoO;Coincoin_DuK;Aeryst;ange_bleu;Apey_;Exelen;Keisuka_Watsushi;PiscesAmo;OoCaradryanoO;Coincoin_DuK;Aeryst;MKG39;
Little Busters! Refrain,18195.0,TV,fall,2013.0,9,7.411764705882353,17.0,DrNock;Apey_;NooBenjy;Luttii;Noctis_Solaith;Trit;shanoliu;Tinky;DrNock;Apey_;NooBenjy;Luttii;Noctis_Solaith;Trit;shanoliu;Tinky;DL21;
Teekyuu 7,32228.0,TV,winter,2016.0,,7.411764705882353,17.0,DrNock;Apey_;Kmeuh;NooBenjy;Keisuka_Watsushi;Nodamin;Tinky;Mereck;DrNock;Apey_;Kmeuh;NooBenjy;Keisuka_Watsushi;Nodamin;Tinky;Mereck;AudreyAzura;
Kore wa Zombie desu ka? OVA,10209.0,OVA,spring,2011.0,,7.411764705882353,34.0,Aeden;Aeden;Apey_;Apey_;NooBenjy;NooBenjy;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;malcmojo;malcmojo;shanoliu;shanoliu;Mereck;Mereck;Aeden;Aeden;Apey_;Apey_;NooBenjy;NooBenjy;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;malcmojo;malcmojo;shanoliu;shanoliu;Mereck;Mereck;AudreyAzura;AudreyAzura;
Baka to Test to Shoukanjuu,6347.0,TV,winter,2010.0,8,7.410714285714286,56.0,Aeden;DrNock;Apey_;NooBenjy;Luttii;Noctis_Solaith;Keisuka_Watsushi;PiscesAmo;malcmojo;Trit;Araya;kohaque;shanoliu;Hakey;OoCaradryanoO;Coincoin_DuK;sylfer;Nefka;Aeryst;Tinky;Fskng;Ramou;Mereck;Aeden;DrNock;Apey_;NooBenjy;Luttii;Noctis_Solaith;Keisuka_Watsushi;PiscesAmo;malcmojo;Trit;Araya;kohaque;shanoliu;Hakey;OoCaradryanoO;Coincoin_DuK;sylfer;Nefka;Aeryst;Tinky;Fskng;Ramou;Mereck;DarkAdoniis;Jaerdoster;nalatskm;Laurence;AudreyAzura;DL21;Lord_Xian;MKG39;Akai_Sekai;Baka-saru;
Mousou Dairinin,323.0,TV,winter,2004.0,,7.407407407407407,54.0,DrNock;DrNock;Apey_;Apey_;Exelen;Exelen;Kabu;Kabu;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;PiscesAmo;PiscesAmo;Trit;Trit;kohaque;kohaque;Hakey;Hakey;crazy-gump;crazy-gump;Nefka;Nefka;Tinky;Tinky;DrNock;DrNock;Apey_;Apey_;Exelen;Exelen;Kabu;Kabu;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;PiscesAmo;PiscesAmo;Trit;Trit;kohaque;kohaque;Hakey;Hakey;crazy-gump;crazy-gump;Nefka;Nefka;Tinky;Tinky;Psoushi;Psoushi;
Hajime no Ippo: Mashiba vs. Kimura,265.0,OVA,summer,2003.0,,7.4,10.0,Noctis_Solaith;Araya;Coincoin_DuK;Tinky;Ramou;Noctis_Solaith;Araya;Coincoin_DuK;Tinky;Ramou;
Puni Puni☆Poemii,564.0,OVA,winter,2001.0,,7.4,20.0,Exelen;Exelen;PiscesAmo;PiscesAmo;RdNetwork;RdNetwork;malcmojo;malcmojo;Mereck;Mereck;Exelen;Exelen;PiscesAmo;PiscesAmo;RdNetwork;RdNetwork;malcmojo;malcmojo;Mereck;Mereck;
Musekinin Kanchou Tylor,569.0,TV,winter,1993.0,,7.4,20.0,ange_bleu;ange_bleu;Aeden;Aeden;DrNock;DrNock;Keisuka_Watsushi;Keisuka_Watsushi;CafardVert;CafardVert;ange_bleu;ange_bleu;Aeden;Aeden;DrNock;DrNock;Keisuka_Watsushi;Keisuka_Watsushi;CafardVert;CafardVert;
Yesterday wo Utatte,39710.0,TV,spring,2020.0,6,7.4,20.0,DrNock;Apey_;NooBenjy;Kabu;Noctis_Solaith;Ouaf;RdNetwork;Suryan;Quakerultra;crazy-gump;DrNock;Apey_;NooBenjy;Kabu;Noctis_Solaith;Ouaf;RdNetwork;Suryan;Quakerultra;crazy-gump;
Mai-Otome 0: S.ifr,3268.0,OVA,winter,2008.0,,7.4,10.0,Keisuka_Watsushi;malcmojo;Araya;Coincoin_DuK;Fskng;Keisuka_Watsushi;malcmojo;Araya;Coincoin_DuK;Fskng;
Tsuritama,12883.0,TV,spring,2012.0,7,7.4,15.0,DrNock;Apey_;PiscesAmo;Coincoin_DuK;Nefka;Tinky;Fskng;DrNock;Apey_;PiscesAmo;Coincoin_DuK;Nefka;Tinky;Fskng;DL21;
Tensei shitara Slime Datta Ken,37430.0,TV,fall,2018.0,8,7.4,60.0,ange_bleu;ange_bleu;Aeden;Aeden;NooBenjy;NooBenjy;Mathxxl;Mathxxl;Luttii;Luttii;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;PiscesAmo;PiscesAmo;Ouaf;Ouaf;kohaque;kohaque;shanoliu;shanoliu;crazy-gump;crazy-gump;Nodamin;Nodamin;Fskng;Fskng;Mereck;Mereck;ange_bleu;ange_bleu;Aeden;Aeden;NooBenjy;NooBenjy;Mathxxl;Mathxxl;Luttii;Luttii;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;PiscesAmo;PiscesAmo;Ouaf;Ouaf;kohaque;kohaque;shanoliu;shanoliu;crazy-gump;crazy-gump;Nodamin;Nodamin;Fskng;Fskng;Mereck;Mereck;
Saenai Heroine no Sodatekata ♭,30727.0,TV,spring,2017.0,7,7.4,20.0,DrNock;NooBenjy;Luttii;Noctis_Solaith;Keisuka_Watsushi;PiscesAmo;Ouaf;shanoliu;sylfer;Mereck;DrNock;NooBenjy;Luttii;Noctis_Solaith;Keisuka_Watsushi;PiscesAmo;Ouaf;shanoliu;sylfer;Mereck;
One Piece Movie 06: Omatsuri Danshaku to Himitsu no Shima,464.0,Movie,winter,2005.0,,7.4,15.0,ange_bleu;DrNock;Keisuka_Watsushi;PiscesAmo;Coincoin_DuK;Nodamin;Tinky;ange_bleu;DrNock;Keisuka_Watsushi;PiscesAmo;Coincoin_DuK;Nodamin;Tinky;MKG39;
Tonari no Seki-kun OVA,20977.0,OVA,winter,2014.0,7,7.4,10.0,Apey_;NooBenjy;RdNetwork;sylfer;Nodamin;Apey_;NooBenjy;RdNetwork;sylfer;Nodamin;
Kidou Senshi Gundam 00,2581.0,TV,fall,2007.0,8,7.4,50.0,ange_bleu;ange_bleu;DrNock;DrNock;Exelen;Exelen;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;Quakerultra;Quakerultra;Araya;Araya;shanoliu;shanoliu;sylfer;sylfer;Aeryst;Aeryst;Fskng;Fskng;Ramou;Ramou;ange_bleu;ange_bleu;DrNock;DrNock;Exelen;Exelen;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;Quakerultra;Quakerultra;Araya;Araya;shanoliu;shanoliu;sylfer;sylfer;Aeryst;Aeryst;Fskng;Fskng;Ramou;Ramou;Jaerdoster;Jaerdoster;
ReLIFE,30015.0,TV,summer,2016.0,,7.4,30.0,Aeden;DrNock;Apey_;Exelen;NooBenjy;Kabu;Luttii;Noctis_Solaith;RdNetwork;kohaque;shanoliu;crazy-gump;sylfer;Nodamin;Ramou;Aeden;DrNock;Apey_;Exelen;NooBenjy;Kabu;Luttii;Noctis_Solaith;RdNetwork;kohaque;shanoliu;crazy-gump;sylfer;Nodamin;Ramou;
K-On!!,7791.0,TV,spring,2010.0,10,7.4,100.0,Aeden;Aeden;DrNock;DrNock;Apey_;Apey_;Kmeuh;Kmeuh;NooBenjy;NooBenjy;Luttii;Luttii;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;PiscesAmo;PiscesAmo;Ouaf;Ouaf;malcmojo;malcmojo;Trit;Trit;kohaque;kohaque;OoCaradryanoO;OoCaradryanoO;Coincoin_DuK;Coincoin_DuK;sylfer;sylfer;Nodamin;Nodamin;Nefka;Nefka;Tinky;Tinky;Fskng;Fskng;Mereck;Mereck;Aeden;Aeden;DrNock;DrNock;Apey_;Apey_;Kmeuh;Kmeuh;NooBenjy;NooBenjy;Luttii;Luttii;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;PiscesAmo;PiscesAmo;Ouaf;Ouaf;malcmojo;malcmojo;Trit;Trit;kohaque;kohaque;OoCaradryanoO;OoCaradryanoO;Coincoin_DuK;Coincoin_DuK;sylfer;sylfer;Nodamin;Nodamin;Nefka;Nefka;Tinky;Tinky;Fskng;Fskng;Mereck;Mereck;DarkAdoniis;DarkAdoniis;Jaerdoster;Jaerdoster;nalatskm;nalatskm;Laurence;Laurence;AudreyAzura;AudreyAzura;DL21;DL21;Lord_Xian;Lord_Xian;MKG39;MKG39;
Maria-sama ga Miteru: Haru Specials,3469.0,Special,fall,2004.0,7,7.4,10.0,Apey_;Exelen;Nodamin;Fskng;Mereck;Apey_;Exelen;Nodamin;Fskng;Mereck;
Chihayafuru 2: Waga Miyo ni Furu Nagame Shima ni,18745.0,OVA,summer,2013.0,7,7.4,10.0,Apey_;Noctis_Solaith;Keisuka_Watsushi;RdNetwork;Mereck;Apey_;Noctis_Solaith;Keisuka_Watsushi;RdNetwork;Mereck;
"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",38145.0,TV,winter,2019.0,6,7.4,10.0,Apey_;NooBenjy;crazy-gump;Nodamin;Fskng;Apey_;NooBenjy;crazy-gump;Nodamin;Fskng;
Kyousou Giga (2012),15359.0,ONA,summer,2012.0,7,7.4,15.0,DrNock;Apey_;Kabu;Noctis_Solaith;PiscesAmo;Araya;Tinky;DrNock;Apey_;Kabu;Noctis_Solaith;PiscesAmo;Araya;Tinky;AudreyAzura;
Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,38790.0,TV,winter,2020.0,9,7.4,30.0,Aeden;DrNock;Apey_;NooBenjy;Mathxxl;Luttii;Noctis_Solaith;Keisuka_Watsushi;PiscesAmo;Suryan;yattoz;kohaque;crazy-gump;sylfer;Mereck;Aeden;DrNock;Apey_;NooBenjy;Mathxxl;Luttii;Noctis_Solaith;Keisuka_Watsushi;PiscesAmo;Suryan;yattoz;kohaque;crazy-gump;sylfer;Mereck;
Gunslinger Girl: Il Teatrino,3231.0,TV,winter,2008.0,,7.4,10.0,DrNock;NooBenjy;Noctis_Solaith;kohaque;crazy-gump;DrNock;NooBenjy;Noctis_Solaith;kohaque;crazy-gump;
Ergo Proxy,790.0,TV,winter,2006.0,,7.4,75.0,Aeden;Aeden;Aeden;DrNock;DrNock;DrNock;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;Keisuka_Watsushi;Ouaf;Ouaf;Ouaf;Araya;Araya;Araya;shanoliu;shanoliu;shanoliu;crazy-gump;crazy-gump;crazy-gump;NosferalTroll;NosferalTroll;NosferalTroll;Nodamin;Nodamin;Nodamin;Aeryst;Aeryst;Aeryst;Tinky;Tinky;Tinky;Aeden;Aeden;Aeden;DrNock;DrNock;DrNock;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;Keisuka_Watsushi;Ouaf;Ouaf;Ouaf;Araya;Araya;Araya;shanoliu;shanoliu;shanoliu;crazy-gump;crazy-gump;crazy-gump;NosferalTroll;NosferalTroll;NosferalTroll;Nodamin;Nodamin;Nodamin;Aeryst;Aeryst;Aeryst;Tinky;Tinky;Tinky;DL21;DL21;DL21;
Dance Dance Danseur,48702.0,TV,spring,2022.0,6,7.4,10.0,DrNock;Exelen;Kabu;Noctis_Solaith;crazy-gump;DrNock;Exelen;Kabu;Noctis_Solaith;crazy-gump;
Summertime Render,47194.0,TV,spring,2022.0,9,7.4,20.0,Mathxxl;Mathxxl;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;PiscesAmo;PiscesAmo;crazy-gump;crazy-gump;Mathxxl;Mathxxl;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;PiscesAmo;PiscesAmo;crazy-gump;crazy-gump;
High Score Girl,21877.0,TV,summer,2018.0,,7.4,20.0,DrNock;Apey_;NooBenjy;Keisuka_Watsushi;PiscesAmo;Ouaf;Suryan;Quakerultra;crazy-gump;Nodamin;DrNock;Apey_;NooBenjy;Keisuka_Watsushi;PiscesAmo;Ouaf;Suryan;Quakerultra;crazy-gump;Nodamin;
86 Part 2,48569.0,TV,fall,2021.0,8,7.4,20.0,DrNock;DrNock;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;PiscesAmo;PiscesAmo;crazy-gump;crazy-gump;DrNock;DrNock;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;PiscesAmo;PiscesAmo;crazy-gump;crazy-gump;
Gochuumon wa Usagi desu ka?? Dear My Sister,33280.0,Movie,fall,2017.0,,7.4,10.0,DrNock;Apey_;Luttii;Noctis_Solaith;Nodamin;DrNock;Apey_;Luttii;Noctis_Solaith;Nodamin;
Bubblegum Crisis,1347.0,OVA,winter,1990.0,,7.4,20.0,Aeden;Aeden;Noctis_Solaith;Noctis_Solaith;Nefka;Nefka;Aeryst;Aeryst;Fskng;Fskng;Aeden;Aeden;Noctis_Solaith;Noctis_Solaith;Nefka;Nefka;Aeryst;Aeryst;Fskng;Fskng;
Pokemon Movie 12: Arceus Choukoku no Jikuu e,6178.0,Movie,summer,2009.0,,7.4,5.0,Kmeuh;Noctis_Solaith;Kmeuh;Noctis_Solaith;Laurence;
"Ikoku Meiro no Croisée The Animation: Ongakkai ""Récital""",10804.0,Special,summer,2011.0,,7.4,10.0,Aeden;DrNock;Apey_;NooBenjy;Hakey;Aeden;DrNock;Apey_;NooBenjy;Hakey;
Lupin III: Moeyo Zantetsuken!,1417.0,Special,summer,1994.0,,7.4,10.0,ange_bleu;Aeden;Kabu;kohaque;Tinky;ange_bleu;Aeden;Kabu;kohaque;Tinky;
Kimi no Koe wo Todoketai,33218.0,Movie,summer,2017.0,8,7.4,10.0,DrNock;Apey_;NooBenjy;PiscesAmo;Nodamin;DrNock;Apey_;NooBenjy;PiscesAmo;Nodamin;
Kimi to Boku. 2,11739.0,TV,spring,2012.0,,7.4,10.0,Apey_;NooBenjy;Noctis_Solaith;kohaque;Tinky;Apey_;NooBenjy;Noctis_Solaith;kohaque;Tinky;
Sketchbook: Full Colors,2942.0,TV,fall,2007.0,,7.4,10.0,DrNock;Apey_;NooBenjy;kohaque;Tinky;DrNock;Apey_;NooBenjy;kohaque;Tinky;
Tamako Love Story,21647.0,Movie,spring,2014.0,8,7.4,20.0,DrNock;Apey_;NooBenjy;Kabu;Luttii;PiscesAmo;Ouaf;kohaque;Nodamin;Tinky;DrNock;Apey_;NooBenjy;Kabu;Luttii;PiscesAmo;Ouaf;kohaque;Nodamin;Tinky;
Sekiranun Graffiti,11487.0,Music,summer,2011.0,,7.4,10.0,ange_bleu;Aeden;DrNock;Kmeuh;Keisuka_Watsushi;ange_bleu;Aeden;DrNock;Kmeuh;Keisuka_Watsushi;
Toaru Kagaku no Railgun,6213.0,TV,fall,2009.0,,7.4,100.0,ange_bleu;ange_bleu;Aeden;Aeden;DrNock;DrNock;Apey_;Apey_;NooBenjy;NooBenjy;Mathxxl;Mathxxl;Luttii;Luttii;Keisuka_Watsushi;Keisuka_Watsushi;PiscesAmo;PiscesAmo;Ouaf;Ouaf;malcmojo;malcmojo;Trit;Trit;Araya;Araya;kohaque;kohaque;shanoliu;shanoliu;crazy-gump;crazy-gump;Coincoin_DuK;Coincoin_DuK;sylfer;sylfer;NosferalTroll;NosferalTroll;Nodamin;Nodamin;Tinky;Tinky;Fskng;Fskng;ange_bleu;ange_bleu;Aeden;Aeden;DrNock;DrNock;Apey_;Apey_;NooBenjy;NooBenjy;Mathxxl;Mathxxl;Luttii;Luttii;Keisuka_Watsushi;Keisuka_Watsushi;PiscesAmo;PiscesAmo;Ouaf;Ouaf;malcmojo;malcmojo;Trit;Trit;Araya;Araya;kohaque;kohaque;shanoliu;shanoliu;crazy-gump;crazy-gump;Coincoin_DuK;Coincoin_DuK;sylfer;sylfer;NosferalTroll;NosferalTroll;Nodamin;Nodamin;Tinky;Tinky;Fskng;Fskng;Jaerdoster;Jaerdoster;nalatskm;nalatskm;AudreyAzura;AudreyAzura;Lord_Xian;Lord_Xian;MKG39;MKG39;Akai_Sekai;Akai_Sekai;
Smile Precure! Movie: Ehon no Naka wa Minna Chiguhagu!,15307.0,Movie,fall,2012.0,8,7.4,10.0,DrNock;Apey_;Hakey;Nodamin;Tinky;DrNock;Apey_;Hakey;Nodamin;Tinky;
Love Live! Sunshine!!,32526.0,TV,summer,2016.0,7,7.4,25.0,ange_bleu;DrNock;Apey_;NooBenjy;Mathxxl;Luttii;Noctis_Solaith;PiscesAmo;Trit;Nodamin;Nefka;Tinky;ange_bleu;DrNock;Apey_;NooBenjy;Mathxxl;Luttii;Noctis_Solaith;PiscesAmo;Trit;Nodamin;Nefka;Tinky;Laurence;
Mushoku Tensei: Isekai Ittara Honki Dasu,39535.0,TV,winter,2021.0,,7.4,20.0,ange_bleu;Aeden;Kabu;Mathxxl;Noctis_Solaith;Keisuka_Watsushi;PiscesAmo;shanoliu;crazy-gump;Ramou;ange_bleu;Aeden;Kabu;Mathxxl;Noctis_Solaith;Keisuka_Watsushi;PiscesAmo;shanoliu;crazy-gump;Ramou;
Golden Kamuy 3rd Season,40059.0,TV,fall,2020.0,,7.4,10.0,ange_bleu;DrNock;Noctis_Solaith;Keisuka_Watsushi;crazy-gump;ange_bleu;DrNock;Noctis_Solaith;Keisuka_Watsushi;crazy-gump;
Nobunaga no Shinobi,32829.0,TV,fall,2016.0,,7.4,20.0,DrNock;DrNock;Apey_;Apey_;PiscesAmo;PiscesAmo;RdNetwork;RdNetwork;Nodamin;Nodamin;DrNock;DrNock;Apey_;Apey_;PiscesAmo;PiscesAmo;RdNetwork;RdNetwork;Nodamin;Nodamin;
Nodame Cantabile: Finale - Mine to Kiyora no Saikai,8038.0,Special,spring,2010.0,,7.4,10.0,DrNock;Apey_;NooBenjy;Noctis_Solaith;Tinky;DrNock;Apey_;NooBenjy;Noctis_Solaith;Tinky;
Zombieland Saga,37976.0,TV,fall,2018.0,8,7.388888888888889,36.0,Aeden;DrNock;Apey_;NooBenjy;Mathxxl;Luttii;Noctis_Solaith;PiscesAmo;Ouaf;Suryan;Trit;Quakerultra;kohaque;shanoliu;Hakey;crazy-gump;Nodamin;Mereck;Aeden;DrNock;Apey_;NooBenjy;Mathxxl;Luttii;Noctis_Solaith;PiscesAmo;Ouaf;Suryan;Trit;Quakerultra;kohaque;shanoliu;Hakey;crazy-gump;Nodamin;Mereck;
Hanamonogatari,21855.0,TV,summer,2014.0,7,7.384615384615385,26.0,ange_bleu;Aeden;DrNock;Apey_;Kmeuh;NooBenjy;Luttii;Noctis_Solaith;Ouaf;RdNetwork;Trit;NosferalTroll;ange_bleu;Aeden;DrNock;Apey_;Kmeuh;NooBenjy;Luttii;Noctis_Solaith;Ouaf;RdNetwork;Trit;NosferalTroll;DarkAdoniis;AudreyAzura;
Darker than Black: Kuro no Keiyakusha,2025.0,TV,spring,2007.0,,7.384615384615385,78.0,DrNock;DrNock;Exelen;Exelen;Kabu;Kabu;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;PiscesAmo;PiscesAmo;Suryan;Suryan;Trit;Trit;Quakerultra;Quakerultra;Araya;Araya;shanoliu;shanoliu;OoCaradryanoO;OoCaradryanoO;crazy-gump;crazy-gump;Coincoin_DuK;Coincoin_DuK;NosferalTroll;NosferalTroll;Aeryst;Aeryst;Tinky;Tinky;Fskng;Fskng;DrNock;DrNock;Exelen;Exelen;Kabu;Kabu;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;PiscesAmo;PiscesAmo;Suryan;Suryan;Trit;Trit;Quakerultra;Quakerultra;Araya;Araya;shanoliu;shanoliu;OoCaradryanoO;OoCaradryanoO;crazy-gump;crazy-gump;Coincoin_DuK;Coincoin_DuK;NosferalTroll;NosferalTroll;Aeryst;Aeryst;Tinky;Tinky;Fskng;Fskng;nalatskm;nalatskm;Psoushi;Psoushi;AudreyAzura;AudreyAzura;
Jungle wa Itsumo Hare nochi Guu,253.0,TV,spring,2001.0,,7.384615384615385,26.0,DrNock;DrNock;NooBenjy;NooBenjy;Noctis_Solaith;Noctis_Solaith;kohaque;kohaque;Nefka;Nefka;Ramou;Ramou;DrNock;DrNock;NooBenjy;NooBenjy;Noctis_Solaith;Noctis_Solaith;kohaque;kohaque;Nefka;Nefka;Ramou;Ramou;Laurence;Laurence;
Tsubasa: Tokyo Revelations,2685.0,OVA,fall,2007.0,9,7.384615384615385,26.0,Noctis_Solaith;Keisuka_Watsushi;Trit;Trit;Araya;Araya;shanoliu;shanoliu;OoCaradryanoO;OoCaradryanoO;Fskng;Fskng;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;Trit;Trit;Araya;Araya;shanoliu;shanoliu;OoCaradryanoO;OoCaradryanoO;Fskng;Fskng;
