,title,MAL_id,type,studio,release-season,release-year,release-date,source-material,episodes,score,members,genres
22891,Youkai Watch!,39277,TV (New),OLM,spring,2019.0,,Game,36.0,6.3,2500.0,"['Comedy', 'Supernatural']"
22892,Kiratto Pri☆chan Season 2,38804,TV (New),Tatsunoko Production,spring,2019.0,,Game,51.0,7.33,2300.0,"['Comedy', 'Slice of Life']"
22893,Watanuki-san Chi no,39668,TV (New),Unknown,spring,2019.0,,Other,12.0,5.99,2200.0,"['Slice of Life']"
22894,Jimoto ga Japan,38881,TV (New),Oddjob,spring,2019.0,,Manga,50.0,0.0,1700.0,"['Comedy', 'Slice of Life']"
22895,Wangu Xian Qiong III: Eren Gu Pian,39572,TV (New),ASK Animation Studio,spring,2019.0,,Novel,13.0,6.49,1400.0,"['Adventure', 'Comedy', 'Fantasy']"
22896,TV Yarou Nanaana: Wakuwaku Doukutsu Land,39581,TV (New),Studio Crocodile,spring,2019.0,,Original,24.0,6.04,1200.0,"['Adventure', 'Comedy']"
22897,Duel Masters!!,39039,TV (New),Brain's Base,spring,2019.0,,Original,51.0,0.0,960.0,"['Action', 'Adventure', 'Comedy', 'Fantasy']"
22898,Shounen Ashibe: Go! Go! Goma-chan 4,39457,TV (New),Studio Palette,spring,2019.0,,4-koma manga,24.0,5.93,588.0,"['Comedy', 'Slice of Life']"
22899,B Rappers Street,39031,TV (New),Pie in the sky,spring,2019.0,,Original,50.0,0.0,585.0,"['Comedy']"
22900,Kedama no Gonjirou,39040,TV (New),OLM,spring,2019.0,,Other,51.0,0.0,474.0,"['Action', 'Adventure', 'Comedy', 'Fantasy']"
22901,Neko no Nyagh: Nya Misérables,38857,TV (New),TMS Entertainment,spring,2019.0,,Game,25.0,0.0,390.0,
22902,Neko Neko Nihonshi 4th Season,39356,TV (New),Unknown,spring,2019.0,,Web manga,32.0,0.0,336.0,
22903,Daifuku-kun@Kin Tele 2nd Season,39635,TV (New),Unknown,spring,2019.0,,Other,26.0,0.0,230.0,"['Comedy']"
22904,Zhu Zhu Xia: Konglong Riji,39798,TV (New),Unknown,spring,2019.0,,Original,104.0,0.0,217.0,"['Sci-Fi']"
22905,Washimo 7th Season,39528,TV (New),Unknown,spring,2019.0,,Picture book,40.0,0.0,149.0,"['Comedy', 'Sci-Fi', 'Slice of Life']"
22906,Gifu no Tatekayoko,39664,TV (New),Unknown,spring,2019.0,,4-koma manga,26.0,0.0,138.0,"['Comedy']"
22907,Bbasha Mecard,48350,TV (New),Unknown,spring,2019.0,,Original,26.0,0.0,90.0,
22908,Synostone,48263,TV (New),Unknown,spring,2019.0,,Original,52.0,0.0,79.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
22909,One Piece,21,TV (Continuing),Toei Animation,spring,2019.0,,Manga,0.0,8.64,1900000.0,"['Action', 'Adventure', 'Fantasy']"
22910,Black Clover,34572,TV (Continuing),Studio Pierrot,spring,2019.0,,Manga,170.0,8.11,1300000.0,"['Action', 'Comedy', 'Fantasy']"
22911,Tate no Yuusha no Nariagari,35790,TV (Continuing),Kinema Citrus,spring,2019.0,,Light novel,25.0,8.02,1300000.0,"['Action', 'Adventure', 'Drama', 'Fantasy']"
22912,Dororo,37520,TV (Continuing),MAPPA,spring,2019.0,,Manga,24.0,8.23,997000.0,"['Action', 'Adventure', 'Supernatural']"
22913,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,37991,TV (Continuing),David Production,spring,2019.0,,Manga,39.0,8.58,828000.0,"['Action', 'Adventure']"
22914,Boruto: Naruto Next Generations,34566,TV (Continuing),Studio Pierrot,spring,2019.0,,Manga,0.0,5.85,744000.0,"['Action', 'Adventure', 'Fantasy']"
22915,Fairy Tail: Final Series,35972,TV (Continuing),A-1 Pictures,spring,2019.0,,Manga,51.0,7.55,431000.0,"['Action', 'Adventure', 'Fantasy']"
22916,Detective Conan,235,TV (Continuing),TMS Entertainment,spring,2019.0,,Manga,0.0,8.16,306000.0,"['Adventure', 'Comedy', 'Mystery']"
22917,Karakuri Circus (TV),37447,TV (Continuing),Studio VOLN,spring,2019.0,,Manga,36.0,7.12,110000.0,"['Action', 'Adventure', 'Drama', 'Mystery']"
22918,Pokemon Sun & Moon,34034,TV (Continuing),OLM,spring,2019.0,,Game,146.0,6.82,93000.0,"['Action', 'Fantasy']"
22919,Crayon Shin-chan,966,TV (Continuing),Shin-Ei Animation,spring,2019.0,,Manga,0.0,7.74,71000.0,"['Comedy', 'Slice of Life', 'Ecchi']"
22920,Gegege no Kitarou (2018),37140,TV (Continuing),Toei Animation,spring,2019.0,,Manga,97.0,7.22,46000.0,"['Comedy', 'Horror', 'Supernatural']"
22921,Yu☆Gi☆Oh! VRAINS,34866,TV (Continuing),Gallop,spring,2019.0,,Card game,120.0,6.63,40000.0,"['Action', 'Fantasy', 'Sci-Fi']"
22922,Inazuma Eleven: Orion no Kokuin,38235,TV (Continuing),OLM,spring,2019.0,,Game,49.0,6.84,23000.0,"['Sports']"
22923,Doraemon (2005),8687,TV (Continuing),Shin-Ei Animation,spring,2019.0,,Manga,0.0,7.61,16000.0,"['Comedy', 'Sci-Fi']"
22924,Gudetama,23539,TV (Continuing),Gathering,spring,2019.0,,Original,0.0,7.05,11000.0,"['Comedy', 'Gourmet']"
22925,Cardfight!! Vanguard (2018),37476,TV (Continuing),OLM,spring,2019.0,,Original,52.0,6.71,10000.0,"['Action']"
22926,Star☆Twinkle Precure,38578,TV (Continuing),Toei Animation,spring,2019.0,,Original,49.0,7.47,9300.0,"['Action', 'Fantasy']"
22927,Sazae-san,2406,TV (Continuing),Eiken,spring,2019.0,,4-koma manga,0.0,6.11,7100.0,"['Comedy', 'Slice of Life']"
22928,Nintama Rantarou,1199,TV (Continuing),Ajia-Do,spring,2019.0,,Manga,0.0,7.07,6400.0,"['Comedy']"
22929,Zoids Wild,37395,TV (Continuing),OLM,spring,2019.0,,Other,50.0,6.24,5700.0,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']"
22930,Chibi Maruko-chan (1995),6149,TV (Continuing),Nippon Animation,spring,2019.0,,Manga,0.0,7.27,4100.0,"['Comedy', 'Slice of Life']"
22931,Shinkansen Henkei Robo Shinkalion The Animation,36531,TV (Continuing),OLM,spring,2019.0,,Other,76.0,6.74,3400.0,"['Action', 'Sci-Fi']"
22932,Sore Ike! Anpanman,1960,TV (Continuing),TMS Entertainment,spring,2019.0,,Picture book,0.0,6.53,3000.0,"['Comedy', 'Fantasy']"
22933,Bonobono (TV 2016),32353,TV (Continuing),Eiken,spring,2019.0,,4-koma manga,0.0,6.39,2700.0,"['Comedy', 'Slice of Life']"
22934,Ojarumaru,4459,TV (Continuing),Gallop,spring,2019.0,,Original,0.0,6.35,1600.0,"['Adventure', 'Comedy', 'Fantasy']"
22935,Yodel no Onna,36409,TV (Continuing),DLE,spring,2019.0,,Original,6.0,5.45,1400.0,"['Comedy']"
22936,Puzzle & Dragon,37096,TV (Continuing),Studio Pierrot,spring,2019.0,,Game,0.0,0.0,1200.0,
22937,Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,30151,TV (Continuing),Unknown,spring,2019.0,,Original,0.0,0.0,887.0,"['Comedy', 'Slice of Life']"
22938,Kawauso Labo,39007,TV (Continuing),Kachidoki Studio,spring,2019.0,,Other,26.0,0.0,857.0,"['Comedy']"
22939,Knyacki!,7505,TV (Continuing),Unknown,spring,2019.0,,,0.0,6.12,808.0,"['Comedy', 'Drama', 'Fantasy']"
22940,Kirakira Happy★Hirake! Cocotama,37968,TV (Continuing),OLM,spring,2019.0,,Original,55.0,6.58,725.0,"['Fantasy', 'Slice of Life']"
22941,Aware! Meisaku-kun,32956,TV (Continuing),Pie in the sky,spring,2019.0,,Original,230.0,0.0,674.0,"['Comedy']"
22942,Pucca 3,48235,TV (Continuing),Unknown,spring,2019.0,,,26.0,6.47,667.0,"['Action', 'Comedy', 'Romance']"
22943,Hanakappa,8336,TV (Continuing),OLM,spring,2019.0,,Picture book,0.0,5.94,658.0,"['Comedy']"
22944,Shiawase Haitatsu Taneko,10506,TV (Continuing),Kachidoki Studio,spring,2019.0,,Original,0.0,0.0,649.0,"['Comedy']"
22945,Neko to Mata,35444,TV (Continuing),Unknown,spring,2019.0,,Original,88.0,0.0,556.0,"['Supernatural']"
22946,Kirin the Noop,35694,TV (Continuing),Unknown,spring,2019.0,,Original,0.0,0.0,473.0,"['Adventure']"
22947,Kyou mo Tsuno ga Aru,39003,TV (Continuing),MMDGP,spring,2019.0,,Web manga,50.0,0.0,465.0,"['Comedy']"
22948,Pittanko!! Nekozakana,40089,TV (Continuing),Unknown,spring,2019.0,,,93.0,0.0,452.0,
22949,Shimajirou no Wow!,18941,TV (Continuing),The Answer Studio,spring,2019.0,,Other,0.0,0.0,419.0,"['Adventure', 'Comedy', 'Fantasy']"
22950,Pikachin-Kit,36552,TV (Continuing),OLM,spring,2019.0,,Original,115.0,0.0,403.0,"['Comedy', 'Sci-Fi']"
22951,Aigan Kaijuu,38365,TV (Continuing),Shimogumi,spring,2019.0,,Other,50.0,0.0,401.0,"['Action', 'Comedy', 'Fantasy', 'Sci-Fi']"
22952,Manul no Yuube,38776,TV (Continuing),Unknown,spring,2019.0,,Web manga,0.0,0.0,373.0,"['Slice of Life']"
22953,Mori no Ratio,29427,TV (Continuing),Unknown,spring,2019.0,,,0.0,0.0,369.0,"['Adventure', 'Fantasy']"
22954,Gohan Kaijuu Pap,22669,TV (Continuing),DLE,spring,2019.0,,Original,0.0,0.0,349.0,"['Action', 'Comedy']"
22955,Yowamushi Monsters,30119,TV (Continuing),Unknown,spring,2019.0,,Original,0.0,0.0,333.0,
22956,Robot Pulta,29375,TV (Continuing),Unknown,spring,2019.0,,,0.0,0.0,290.0,"['Adventure', 'Comedy']"
22957,Chuldong! Super Wings 3,39820,TV (Continuing),Unknown,spring,2019.0,,Original,40.0,0.0,266.0,"['Adventure']"
22958,Konigiri-kun,35696,TV (Continuing),Unknown,spring,2019.0,,Original,0.0,0.0,260.0,
22959,Liv & Bell,29421,TV (Continuing),Unknown,spring,2019.0,,,0.0,0.0,256.0,"['Adventure']"
22960,Beads no Mori no Rabi,35697,TV (Continuing),Unknown,spring,2019.0,,Original,0.0,0.0,253.0,
22961,Otoppe,35372,TV (Continuing),Unknown,spring,2019.0,,Original,0.0,0.0,250.0,"['Fantasy']"
22962,Fuwafuwa Hour: Pui Pui & Muu Muu,36506,TV (Continuing),Unknown,spring,2019.0,,Original,0.0,0.0,248.0,"['Fantasy']"
22963,Oidon to,35698,TV (Continuing),Unknown,spring,2019.0,,Original,0.0,0.0,223.0,"['Sports']"
22964,Unicorn no Kyupi,34990,TV (Continuing),Unknown,spring,2019.0,,Original,0.0,0.0,220.0,"['Fantasy']"
22965,Keito no Yousei: Knit to Wool,35695,TV (Continuing),Unknown,spring,2019.0,,Original,0.0,0.0,216.0,"['Fantasy']"
22966,Pakkororin,38099,TV (Continuing),Unknown,spring,2019.0,,Original,0.0,0.0,202.0,
22967,Reizouko no Tsukenosuke!,38451,TV (Continuing),Unknown,spring,2019.0,,Original,0.0,0.0,190.0,"['Comedy']"
22968,Capsule Boy 2: Ujuleul Jikyeola,39012,TV (Continuing),Unknown,spring,2019.0,,Original,26.0,0.0,152.0,"['Sci-Fi']"
22969,Metallion,48203,TV (Continuing),Unknown,spring,2019.0,,,104.0,0.0,92.0,"['Action', 'Sci-Fi']"
22970,Chuldong! Animal Rescue,48332,TV (Continuing),Unknown,spring,2019.0,,Original,52.0,0.0,79.0,"['Fantasy', 'Sci-Fi']"
22971,Wonder Balls Season 2,49071,TV (Continuing),Unknown,spring,2019.0,,Original,26.0,0.0,68.0,"['Comedy']"
22972,7 Seeds,38735,ONA,Gonzo,spring,2019.0,,Manga,12.0,6.56,113000.0,"['Adventure', 'Drama', 'Mystery', 'Romance', 'Sci-Fi']"
22973,Miru Tights,38935,ONA,Yokohama Animation Lab,spring,2019.0,,Original,12.0,6.5,102000.0,"['Ecchi']"
22974,Aggressive Retsuko (ONA) 2nd Season,37985,ONA,Fanworks,spring,2019.0,,Other,10.0,7.75,97000.0,"['Comedy', 'Slice of Life']"
22975,Super Dragon Ball Heroes,37885,ONA,Toei Animation,spring,2019.0,,Game,0.0,5.27,64000.0,"['Action', 'Comedy', 'Fantasy']"
22976,Holo no Graffiti,44042,ONA,Hololive Production,spring,2019.0,,Other,0.0,8.37,45000.0,"['Comedy']"
22977,Araiya-san!: Ore to Aitsu ga Onnayu de!?,39337,ONA,Magic Bus,spring,2019.0,,Manga,8.0,6.57,42000.0,"['Comedy', 'Romance', 'Hentai']"
22978,Promare: Lio-hen,40313,ONA,Trigger,spring,2019.0,,Original,1.0,7.03,23000.0,"['Action', 'Sci-Fi']"
22979,Ultraman,36871,ONA,Production I.G,spring,2019.0,,Manga,13.0,6.71,23000.0,"['Action', 'Sci-Fi']"
22980,Promare: Galo-hen,39991,ONA,Trigger,spring,2019.0,,Original,1.0,6.9,23000.0,"['Action', 'Sci-Fi']"
22981,Ookami to Koushinryou VR,38026,ONA,Unknown,spring,2019.0,,Light novel,4.0,6.9,14000.0,"['Adventure', 'Fantasy']"
22982,Rilakkuma to Kaoru-san,35777,ONA,dwarf,spring,2019.0,,Other,13.0,7.66,13000.0,
22983,Nu Wushen de Canzhuo,40100,ONA,Blade,spring,2019.0,,Game,10.0,6.99,9700.0,"['Comedy', 'Gourmet', 'Slice of Life']"
22984,Yichang Shengwu Jianwenlu,39421,ONA,MMT Technology,spring,2019.0,,Novel,13.0,6.4,8900.0,"['Supernatural']"
22985,Carole & Tuesday Specials,40013,ONA,Bones,spring,2019.0,,Original,8.0,5.8,5600.0,"['Comedy']"
22986,Fairy Tail x Mameshiba,39721,ONA,Unknown,spring,2019.0,,Original,1.0,5.72,4500.0,"['Comedy']"
22987,"Maou-sama, ""Petit"" Retry!",40749,ONA,AQUA ARIS,spring,2019.0,,Light novel,23.0,5.96,4000.0,"['Comedy']"
22988,Machikado Mazoku Mini,40755,ONA,AQUA ARIS,spring,2019.0,,4-koma manga,36.0,6.08,3600.0,"['Comedy']"
22989,Doupo Cangqiong 2nd Season Specials,39178,ONA,Motion Magic,spring,2019.0,,Novel,3.0,7.5,2500.0,"['Action', 'Adventure', 'Fantasy']"
22990,Cinderella Girls Gekijou: Kayou Cinderella Theater 4th Season,39654,ONA,Gathering,spring,2019.0,,4-koma manga,7.0,6.31,2400.0,"['Comedy', 'Slice of Life']"
22991,Wan Jie Xian Zong 2nd Season,39912,ONA,Unknown,spring,2019.0,,Web manga,40.0,7.33,2300.0,"['Action', 'Adventure', 'Fantasy', 'Romance']"
22992,Fairy Ngoo,39708,ONA,TOHO animation,spring,2019.0,,Original,4.0,5.2,2300.0,"['Comedy', 'Fantasy', 'Supernatural']"
22993,Ling Jian Zun 2nd Season,40062,ONA,Soyep,spring,2019.0,,Novel,30.0,7.03,2100.0,"['Action', 'Adventure', 'Fantasy', 'Romance']"
22994,Kouya no Kotobuki Hikoutai Gaiden: Oozora no Harukaze Hikoutai,39589,ONA,Unknown,spring,2019.0,,Original,12.0,6.3,2000.0,"['Action', 'Adventure']"
22995,Pokemon Masters: Trainers Great Gathering Special Animation,40143,ONA,OLM,spring,2019.0,,Game,1.0,6.3,1900.0,"['Action', 'Fantasy']"
22996,Onna Maou Melissa no H na Boukenki,39842,ONA,Unknown,spring,2019.0,,Other,2.0,5.63,1800.0,"['Fantasy', 'Hentai']"
22997,Chokotto Anime Kemono Friends 3,39653,ONA,Unknown,spring,2019.0,,Game,0.0,5.79,1600.0,"['Adventure', 'Comedy', 'Fantasy']"
22998,Line Novel,39734,ONA,CloverWorks,spring,2019.0,,Original,2.0,6.11,1400.0,"['Slice of Life']"
22999,Mei Chuxi de Yinyangshi Yijia,39678,ONA,Green Monster Team,spring,2019.0,,Web manga,12.0,6.19,1300.0,"['Comedy', 'Slice of Life', 'Supernatural']"
23000,Nendo no Tatakai (2019),40282,ONA,Unknown,spring,2019.0,,Original,1.0,3.65,1100.0,"['Action', 'Comedy']"
23001,Battle Spirits: Saga Brave,38916,ONA,Bandai Namco Pictures,spring,2019.0,,Card game,3.0,6.77,1000.0,"['Adventure', 'Sci-Fi']"
23002,Qin Shi Mingyue: Tian Xing Jiu Ge 2nd Season,39823,ONA,Sparkly Key Animation Studio,spring,2019.0,,Original,30.0,6.59,1000.0,"['Action', 'Fantasy']"
23003,Ganbare! Kakure Ase Project,39840,ONA,G-angle,spring,2019.0,,Original,1.0,5.95,833.0,"['Slice of Life']"
23004,Yin Yang Shi: Ping An Wu Yu 2nd Season,40568,ONA,Blade,spring,2019.0,,Game,12.0,6.13,790.0,"['Comedy', 'Slice of Life', 'Supernatural']"
23005,Cosmos Trailer,42317,ONA,A-1 Pictures,spring,2019.0,,Original,1.0,6.27,665.0,"['Slice of Life']"
23006,Kick-Flight,40375,ONA,MAPPA,spring,2019.0,,Game,1.0,5.74,609.0,
23007,Yichang Shengwu Jianwenlu Specials,40117,ONA,Unknown,spring,2019.0,,,13.0,5.83,553.0,"['Comedy']"
23008,Latina no Nikki,40757,ONA,Maho Film,spring,2019.0,,Light novel,77.0,5.92,521.0,"['Slice of Life']"
23009,"Hi no Tori ""Dougo Onsen-hen""",39663,ONA,Pony Canyon,spring,2019.0,,Manga,4.0,0.0,461.0,"['Supernatural']"
23010,Jue Ming Xiang Ying,41080,ONA,BUILD DREAM,spring,2019.0,,Original,30.0,0.0,453.0,"['Action', 'Sci-Fi']"
23011,Bakugan: Battle Planet Short Anime,40395,ONA,TMS Entertainment,spring,2019.0,,Original,50.0,5.77,391.0,"['Action', 'Comedy', 'Fantasy']"
23012,Essential Free & Easy,39650,ONA,Unknown,spring,2019.0,,Original,2.0,4.95,366.0,"['Avant Garde']"
23013,Benghuai Xinghe,42132,ONA,Kaca Entertainment,spring,2019.0,,Novel,12.0,0.0,336.0,"['Action', 'Adventure', 'Sci-Fi']"
23014,Chuizhi Shijie,39677,ONA,Haoliners Animation League,spring,2019.0,,Original,12.0,0.0,313.0,"['Comedy', 'Fantasy', 'Slice of Life', 'Supernatural']"
23015,Niigata no Edamame-ou Shiba,39696,ONA,Unknown,spring,2019.0,,Original,3.0,5.46,281.0,
23016,"Taka no Tsume-dan Yoshida Presents ""Sengoku Taiga"" no Susume",39762,ONA,Unknown,spring,2019.0,,Other,1.0,0.0,267.0,"['Comedy']"
23017,Taka no Tsume x Johnson: Tatakae! Jokin Shitennou,39839,ONA,DLE,spring,2019.0,,Original,2.0,0.0,237.0,"['Comedy']"
23018,Dou Hun Wei Zhi Xuan Yue Qiyuan III,41081,ONA,Yi Chen Animation,spring,2019.0,,Original,13.0,0.0,232.0,"['Adventure', 'Fantasy']"
23019,Kamiusagi Rope x Ricordi,40478,ONA,Unknown,spring,2019.0,,Original,3.0,0.0,208.0,"['Comedy', 'Slice of Life']"
23020,Broadcast by Bibby,40029,ONA,Unknown,spring,2019.0,,Original,0.0,0.0,174.0,"['Comedy']"
23021,Karrimor Mountain Club 2,40479,ONA,Unknown,spring,2019.0,,Original,3.0,0.0,156.0,"['Adventure', 'Slice of Life']"
23022,Zhandouban Geji! 2nd Season,48851,ONA,Unknown,spring,2019.0,,Other,14.0,0.0,89.0,"['Comedy', 'Slice of Life']"
23023,5-fun de Wakaru! Tate no Yuusha no Nariagari,51222,ONA,Kinema Citrus,spring,2019.0,,Light novel,1.0,0.0,0.0,"['Action', 'Adventure', 'Fantasy']"
23024,Ashuai,47814,ONA,Unknown,spring,2019.0,,Manga,34.0,0.0,0.0,"['Comedy', 'Slice of Life']"
23025,"Huang Doujun Tebie Ban: ""Wang Buliao""",47573,ONA,Unknown,spring,2019.0,,Original,10.0,0.0,0.0,"['Comedy']"
23026,Nitian Xie Shen,50230,ONA,Unknown,spring,2019.0,,Web novel,94.0,0.0,0.0,"['Action', 'Fantasy']"
23027,Partner's Territory,50120,ONA,Unknown,spring,2019.0,,Web manga,13.0,0.0,0.0,"['Boys Love', 'Romance', 'Slice of Life', 'Erotica']"
23028,Suteki na Okurimono,50640,ONA,Unknown,spring,2019.0,,Original,1.0,0.0,0.0,"['Romance', 'Supernatural']"
23029,Seitokai Yakuindomo* OVA,26123,OVA,GoHands,spring,2019.0,,4-koma manga,10.0,7.87,72000.0,"['Comedy']"
23030,Master Piece The Animation,39392,OVA,T-Rex,spring,2019.0,,Manga,2.0,7.77,22000.0,"['Hentai']"
23031,Kyochuu Rettou,38915,OVA,Passione,spring,2019.0,,Manga,1.0,4.4,16000.0,"['Horror']"
23032,Shishunki Sex,35926,OVA,Studio 1st,spring,2019.0,,Manga,4.0,7.13,11000.0,"['Hentai']"
23033,Aikagi The Animation,39085,OVA,Unknown,spring,2019.0,,Visual novel,1.0,7.17,10000.0,"['Hentai']"
23034,Oyasumi Sex,36889,OVA,New Generation,spring,2019.0,,Manga,4.0,6.82,9400.0,"['Hentai']"
23035,Megane no Megami,39058,OVA,T-Rex,spring,2019.0,,Manga,2.0,7.34,7500.0,"['Hentai']"
23036,Hime-sama Love Life!,39471,OVA,PoRO,spring,2019.0,,Visual novel,4.0,6.65,6700.0,"['Hentai']"
23037,"Tenioha! 2: Nee, Motto Ecchi na Koto Ippai Shiyo? The Animation",39640,OVA,Studio 1st,spring,2019.0,,Visual novel,1.0,6.9,5600.0,"['Hentai']"
23038,Tsuma ga Kirei ni Natta Wake,38798,OVA,T-Rex,spring,2019.0,,Visual novel,2.0,6.39,5500.0,"['Hentai']"
23039,Ano Danchi no Tsuma-tachi wa... The Animation,39068,OVA,Unknown,spring,2019.0,,Web manga,2.0,6.87,5200.0,"['Hentai']"
23040,Jitaku Keibiin (2019),39466,OVA,Suzuki Mirano,spring,2019.0,,Visual novel,4.0,6.37,4900.0,"['Hentai']"
23041,Shakuen no Eris,39680,OVA,PoRO,spring,2019.0,,Novel,4.0,6.24,3500.0,"['Fantasy', 'Hentai']"
23042,Sakuramiya Shimai no Netorare Kiroku,39526,OVA,Unknown,spring,2019.0,,Manga,2.0,5.72,3400.0,"['Hentai']"
23043,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,38329,Movie,CloverWorks,spring,2019.0,,Light novel,1.0,8.62,578000.0,"['Drama', 'Romance', 'Supernatural']"
23044,Promare,35848,Movie,Trigger,spring,2019.0,,Original,1.0,7.98,236000.0,"['Action', 'Sci-Fi']"
23045,"Kimi to, Nami ni Noretara",38594,Movie,Science SARU,spring,2019.0,,Original,1.0,7.61,164000.0,"['Drama', 'Romance', 'Supernatural']"
23046,Koutetsujou no Kabaneri Movie 3: Unato Kessen,34544,Movie,Wit Studio,spring,2019.0,,Original,1.0,7.7,108000.0,"['Action', 'Drama', 'Fantasy', 'Horror', 'Supernatural']"
23047,Kaijuu no Kodomo,37981,Movie,Studio 4°C,spring,2019.0,,Manga,1.0,7.21,83000.0,"['Drama', 'Mystery', 'Supernatural']"
23048,Hibike! Euphonium Movie 3: Chikai no Finale,35678,Movie,Kyoto Animation,spring,2019.0,,Novel,1.0,7.75,53000.0,"['Drama']"
23049,Cencoroll Connect,9488,Movie,Think Corporation,spring,2019.0,,Original,1.0,7.22,35000.0,"['Action', 'Sci-Fi']"
23050,Girls & Panzer: Saishuushou Part 2,38081,Movie,Actas,spring,2019.0,,Original,1.0,8.07,27000.0,
23051,Hakubo,34972,Movie,Twilight Studio,spring,2019.0,,Original,1.0,6.49,24000.0,"['Romance']"
23052,Detective Conan Movie 23: The Fist of Blue Sapphire,38770,Movie,TMS Entertainment,spring,2019.0,,Manga,1.0,7.84,23000.0,"['Action', 'Comedy', 'Drama', 'Mystery']"
23053,Fate/kaleid liner Prisma☆Illya: Prisma☆Phantasm,38897,Movie,SILVER LINK.,spring,2019.0,,Manga,1.0,6.58,18000.0,"['Action', 'Comedy']"
23054,Birthday Wonderland,38985,Movie,Signal.MD,spring,2019.0,,Book,1.0,6.52,17000.0,"['Adventure', 'Fantasy']"
23055,Lupin the IIIrd: Mine Fujiko no Uso,39487,Movie,Telecom Animation Film,spring,2019.0,,Manga,1.0,7.3,11000.0,"['Action', 'Adventure', 'Drama']"
23056,Uta no☆Prince-sama♪ Movie: Maji Love Kingdom,35645,Movie,A-1 Pictures,spring,2019.0,,Game,1.0,7.35,11000.0,"['Comedy', 'Romance']"
23057,Ta ga Tame no Alchemist,37262,Movie,Satelight,spring,2019.0,,Game,1.0,6.45,9900.0,"['Action', 'Adventure', 'Fantasy']"
23058,Soukyuu no Fafner: Dead Aggressor - The Beyond,34649,Movie,I.Gzwei,spring,2019.0,,Original,3.0,7.18,6500.0,"['Action', 'Drama', 'Sci-Fi']"
23059,Laidbackers,38558,Movie,Studio Gokumi,spring,2019.0,,Original,1.0,6.15,4600.0,"['Comedy', 'Fantasy']"
23060,Frame Arms Girl Movie: Kyakkya Ufufu na Wonderland,37600,Movie,Studio A-CAT,spring,2019.0,,Other,1.0,5.88,4400.0,"['Action', 'Sci-Fi', 'Slice of Life']"
23061,Pandora to Akubi,39249,Movie,Bakken Record,spring,2019.0,,Other,2.0,6.13,3000.0,"['Action', 'Fantasy']"
23062,"Evangelion Shito, Hakata Shuurai",41030,Movie,Khara,spring,2019.0,,Original,1.0,6.11,2200.0,"['Action', 'Sci-Fi']"
23063,Crayon Shin-chan Movie 27: Shinkon Ryokou Hurricane - Ushinawareta Hiroshi,38629,Movie,Shin-Ei Animation,spring,2019.0,,Manga,1.0,6.83,1700.0,"['Comedy']"
23064,Tannishou wo Hiraku,39479,Movie,Unknown,spring,2019.0,,Book,1.0,0.0,950.0,
23065,King of Prism: Shiny Seven Stars III - Leo x Yuu x Alexander,38647,Movie,Tatsunoko Production,spring,2019.0,,Original,1.0,0.0,736.0,"['Sports']"
23066,King of Prism: Shiny Seven Stars IV - Louis x Shin x Unknown,38648,Movie,Tatsunoko Production,spring,2019.0,,Original,1.0,0.0,714.0,"['Sports']"
23067,Zetsubou no Kaibutsu,42906,Movie,Unknown,spring,2019.0,,Original,1.0,0.0,390.0,"['Drama', 'Horror']"
23068,Dayan to Tama to Tobi Neko to: 3-tsu no Neko no Monogatari,39351,Movie,Unknown,spring,2019.0,,Other,2.0,0.0,290.0,"['Adventure']"
23069,Anne's Secret Diary,41280,Movie,Unknown,spring,2019.0,,Other,3.0,0.0,247.0,"['Avant Garde', 'Drama']"
23070,Sore Ike! Anpanman: Kirameke! Ice no Kuni no Vanilla-hime,39002,Movie,Unknown,spring,2019.0,,Picture book,1.0,0.0,246.0,"['Comedy', 'Fantasy']"
23071,Bakutsuri Bar Hunter Movie: Nazo no Barcode Trial! Bakutsure! Shinkaigyo Poseidon,39412,Movie,Toei Animation,spring,2019.0,,Manga,1.0,0.0,147.0,"['Adventure']"
23072,Oshiri Tantei Movie 1: Curry Naru Jiken,39435,Movie,Unknown,spring,2019.0,,Picture book,1.0,0.0,142.0,"['Comedy', 'Fantasy', 'Mystery']"
23073,Kataude,48386,Movie,Genco,spring,2019.0,,Novel,1.0,0.0,140.0,"['Drama']"
23074,Uchi no 3 Shimai Movie,39436,Movie,Unknown,spring,2019.0,,,1.0,0.0,119.0,"['Comedy', 'Slice of Life']"
23075,Kung Fu Si Xia: Yong Chuang Digong,44964,Movie,Unknown,spring,2019.0,,Original,1.0,0.0,0.0,"['Adventure', 'Fantasy']"
23076,Qian Ting Zong Dong Yuan: Wai Xing Baobei Jihua,44664,Movie,Unknown,spring,2019.0,,,1.0,0.0,0.0,"['Adventure']"
23077,Qingwa Wangzi Lixian Ji,45085,Movie,Unknown,spring,2019.0,,Book,1.0,0.0,0.0,"['Adventure', 'Fantasy']"
23078,Wukong Qiyu Ji,45081,Movie,Unknown,spring,2019.0,,Novel,1.0,0.0,0.0,"['Adventure', 'Fantasy']"
